txn_id,ts,account,amount,channel
T01471,2024-09-12T15:23:00,A0327,34766.38,atm
T01472,2024-10-01T14:29:00,A0237,18217.95,app
T01473,2024-01-04T15:38:00,A0570,35066.87,web
T01474,2024-11-17T14:53:00,A0331,38778.00,atm
T01475,2024-08-15T19:33:00,A0649,29055.26,web
T01476,2024-02-17T10:09:00,A0426,14410.42,web
T01477,2024-11-19T14:39:00,A0328,16216.79,web
T01478,2024-04-16T17:27:00,A0734,17126.86,web
T01479,2024-10-21T11:32:00,A0307,40782.67,app
T01480,2024-11-23T19:20:00,A0582,29078.42,app
T01481,2024-02-28T13:43:00,A0144,3473.76,web
T01482,2024-12-20T13:55:00,A0085,34471.04,app
T01483,2024-11-13T17:47:00,A0611,27282.86,atm
T01484,2024-06-06T14:04:00,A0797,8638.28,branch
T01485,2024-01-27T11:00:00,A0615,32919.62,atm
T01486,2024-06-02T09:22:00,A0563,26574.19,web
T01487,2024-03-02T14:43:00,A0025,40136.62,branch
T01488,2024-11-12T10:45:00,A0282,31079.83,app
T01489,2024-08-16T20:22:00,A0676,15314.70,atm
T01490,2024-05-12T13:18:00,A0395,1673.61,atm
T01491,2024-01-18T16:49:00,A0406,34847.49,branch
T01492,2024-08-22T10:31:00,A0299,18035.25,atm
T01493,2024-08-10T19:07:00,A0563,33513.07,app
T01494,2024-12-05T18:43:00,A0434,37584.10,web
T01495,2024-09-05T20:45:00,A0132,30571.76,web
T01496,2024-03-20T17:43:00,A0654,40151.39,atm
T01497,2024-02-26T10:13:00,A0476,20308.39,atm
T01498,2024-10-27T10:39:00,A0681,18425.64,atm
T01499,2024-12-28T19:16:00,A0629,22820.83,atm
T01500,2024-09-24T14:16:00,A0714,6080.20,app
T01501,2024-03-16T10:21:00,A0306,8472.56,app
T01502,2024-06-01T14:24:00,A0738,39120.60,app
T01503,2024-04-24T19:01:00,A0706,30034.00,web
T01504,2024-11-10T13:15:00,A0332,2183.14,atm
T01505,2024-07-11T18:34:00,A0654,19009.14,branch
T01506,2024-10-27T19:25:00,A0633,27313.46,web
T01507,2024-03-08T16:00:00,A0210,10319.05,app
T01508,2024-10-24T15:55:00,A0662,29562.58,web
T01509,2024-10-18T10:14:00,A0287,34822.34,app
T01510,2024-07-01T14:28:00,A0562,33491.26,branch
T01511,2024-09-16T14:31:00,A0558,17198.75,web
T01512,2024-05-01T13:39:00,A0279,38965.42,branch
T01513,2024-01-10T10:49:00,A0415,13406.73,atm
T01514,2024-01-25T10:49:00,A0040,21729.22,app
T01515,2024-12-07T11:34:00,A0222,18949.09,web
T01516,2024-10-23T19:12:00,A0229,11044.10,web
T01517,2024-11-26T13:54:00,A0544,29798.26,atm
T01518,2024-02-01T18:49:00,A0705,38139.35,app
T01519,2024-02-14T19:49:00,A0069,13036.40,app
T01520,2024-10-18T19:14:00,A0533,9449.13,app
T01521,2024-09-06T13:28:00,A0408,14600.40,web
T01522,2024-09-28T20:36:00,A0430,8084.41,app
T01523,2024-08-18T09:13:00,A0344,41828.56,atm
T01524,2024-12-02T17:48:00,A0409,18440.35,branch
T01525,2024-09-13T09:34:00,A0003,28223.35,branch
T01526,2024-04-26T20:43:00,A0477,9931.69,atm
T01527,2024-01-04T09:56:00,A0171,3865.37,web
T01528,2024-06-19T20:42:00,A0114,40268.01,branch
T01529,2024-04-20T13:19:00,A0181,37122.23,atm
T01530,2024-09-01T15:01:00,A0415,13854.70,atm
T01531,2024-05-01T17:36:00,A0248,40874.46,web
T01532,2024-01-15T18:43:00,A0506,29214.66,web
T01533,2024-03-27T10:21:00,A0214,23580.22,web
T01534,2024-06-13T15:42:00,A0545,35400.84,atm
T01535,2024-08-21T14:34:00,A0096,24847.36,app
T01536,2024-12-05T19:18:00,A0610,41920.05,branch
T01537,2024-03-07T10:13:00,A0548,4029.80,branch
T01538,2024-05-11T11:46:00,A0636,41666.25,atm
T01539,2024-04-14T14:04:00,A0487,17126.54,app
T01540,2024-02-18T20:43:00,A0553,25767.67,atm
T01541,2024-03-05T14:29:00,A0212,1484.13,app
T01542,2024-10-14T17:21:00,A0497,35924.53,branch
T01543,2024-10-02T18:23:00,A0786,13435.39,app
T01544,2024-07-17T16:18:00,A0342,31878.10,app
T01545,2024-03-01T17:06:00,A0615,26258.37,app
T01546,2024-10-11T20:54:00,A0524,23073.18,app
T01547,2024-09-08T20:52:00,A0656,40114.58,app
T01548,2024-11-14T17:15:00,A0135,769.83,web
T01549,2024-05-07T18:34:00,A0591,14031.73,web
T01550,2024-01-20T10:54:00,A0597,33020.52,atm
T01551,2024-08-28T17:22:00,A0332,4577.55,web
T01552,2024-12-08T16:54:00,A0785,11052.63,atm
T01553,2024-10-27T14:57:00,A0250,31232.30,web
T01554,2024-01-26T17:42:00,A0567,6143.35,atm
T01555,2024-08-14T10:43:00,A0517,15585.64,branch
T01556,2024-11-11T14:02:00,A0042,2620.24,atm
T01557,2024-01-11T20:01:00,A0783,34401.30,atm
T01558,2024-05-17T18:55:00,A0316,23457.80,atm
T01559,2024-05-26T14:06:00,A0432,14008.63,web
T01560,2024-05-06T09:31:00,A0141,15511.09,web
T01561,2024-06-27T20:46:00,A0017,32595.85,web
T01562,2024-11-28T19:01:00,A0124,25526.76,web
T01563,2024-02-25T17:35:00,A0384,12255.81,branch
T01564,2024-03-16T19:49:00,A0470,10553.87,app
T01565,2024-12-18T09:35:00,A0624,37966.36,atm
T01566,2024-03-06T17:16:00,A0002,25290.73,web
T01567,2024-11-19T09:08:00,A0415,9066.73,branch
T01568,2024-04-05T17:38:00,A0270,17319.99,atm
T01569,2024-12-12T11:30:00,A0513,31760.99,branch
T01570,2024-05-28T16:25:00,A0791,39488.49,app
T01571,2024-04-10T13:55:00,A0069,39230.97,branch
T01572,2024-07-22T09:06:00,A0127,6014.15,web
T01573,2024-05-14T20:43:00,A0176,19912.50,web
T01574,2024-02-14T13:46:00,A0634,26444.81,app
T01575,2024-01-10T19:27:00,A0418,26749.80,atm
T01576,2024-07-21T20:02:00,A0752,12056.09,atm
T01577,2024-10-09T13:22:00,A0605,14142.80,web
T01578,2024-01-12T17:07:00,A0191,3809.70,branch
T01579,2024-08-23T14:46:00,A0337,29950.99,atm
T01580,2024-10-08T13:07:00,A0038,23592.20,app
T01581,2024-12-04T14:04:00,A0212,29560.93,web
T01582,2024-08-26T15:15:00,A0296,16964.47,web
T01583,2024-10-21T09:06:00,A0120,7209.47,branch
T01584,2024-12-22T14:46:00,A0196,31392.59,atm
T01585,2024-01-18T09:18:00,A0457,19431.44,atm
T01586,2024-10-21T16:24:00,A0150,34632.04,branch
T01587,2024-11-27T18:45:00,A0025,5504.47,branch
T01588,2024-02-08T19:22:00,A0311,4035.32,branch
T01589,2024-02-04T09:28:00,A0525,41163.34,app
T01590,2024-07-11T09:30:00,A0151,16661.92,branch
T01591,2024-01-23T16:34:00,A0800,30029.97,web
T01592,2024-06-02T19:23:00,A0772,39431.99,web
T01593,2024-11-16T17:27:00,A0161,40524.27,branch
T01594,2024-04-13T18:49:00,A0755,14279.79,web
T01595,2024-11-03T20:44:00,A0032,26092.00,app
T01596,2024-02-14T17:48:00,A0644,28490.44,atm
T01597,2024-09-24T10:41:00,A0443,11818.05,app
T01598,2024-12-07T14:21:00,A0699,9452.94,web
T01599,2024-02-23T20:59:00,A0300,25513.39,atm
T01600,2024-01-09T14:35:00,A0478,4869.26,app
T01601,2024-04-05T09:00:00,A0654,23312.07,branch
T01602,2024-05-07T09:04:00,A0208,10567.43,atm
T01603,2024-02-10T17:05:00,A0380,13371.84,app
T01604,2024-07-26T14:28:00,A0518,862.14,web
T01605,2024-04-28T18:33:00,A0481,13913.28,app
T01606,2024-08-07T18:18:00,A0035,27747.69,atm
T01607,2024-10-25T10:23:00,A0025,38265.94,atm
T01608,2024-10-15T16:28:00,A0446,14973.32,atm
T01609,2024-01-09T20:25:00,A0253,18727.28,branch
T01610,2024-10-18T11:30:00,A0786,9552.47,web
T01611,2024-02-04T19:57:00,A0029,222.37,branch
T01612,2024-01-07T15:25:00,A0729,12718.56,app
T01613,2024-08-27T11:45:00,A0127,6411.95,app
T01614,2024-06-27T11:52:00,A0100,4271.96,web
T01615,2024-03-15T17:59:00,A0085,26083.06,atm
T01616,2024-05-10T14:15:00,A0002,40244.85,atm
T01617,2024-02-04T16:55:00,A0234,32325.67,branch
T01618,2024-11-14T20:18:00,A0778,17160.30,branch
T01619,2024-11-01T11:50:00,A0032,39507.38,atm
T01620,2024-03-09T19:50:00,A0635,14272.96,web
T01621,2024-09-03T18:50:00,A0353,15981.83,web
T01622,2024-08-15T16:52:00,A0137,17874.14,atm
T01623,2024-06-07T17:49:00,A0255,37779.27,web
T01624,2024-04-24T14:00:00,A0727,31312.15,branch
T01625,2024-06-27T14:30:00,A0327,27680.36,atm
T01626,2024-02-17T19:08:00,A0594,34802.04,branch
T01627,2024-06-21T16:13:00,A0103,15885.69,app
T01628,2024-07-16T15:27:00,A0383,34759.77,web
T01629,2024-09-04T10:08:00,A0398,20044.81,branch
T01630,2024-03-16T16:07:00,A0240,18430.26,web
T01631,2024-08-12T11:31:00,A0605,16093.34,app
T01632,2024-05-27T10:36:00,A0392,7933.30,atm
T01633,2024-11-05T18:06:00,A0166,11486.82,branch
T01634,2024-01-04T11:06:00,A0599,15415.43,web
T01635,2024-07-04T20:37:00,A0752,24638.66,atm
T01636,2024-03-17T16:58:00,A0506,841.23,app
T01637,2024-08-08T18:05:00,A0043,35319.69,branch
T01638,2024-03-22T13:11:00,A0174,39780.87,atm
T01639,2024-09-03T13:23:00,A0417,9129.27,atm
T01640,2024-02-22T20:39:00,A0538,27327.87,atm
T01641,2024-03-14T16:41:00,A0424,25112.37,atm
T01642,2024-11-06T15:21:00,A0179,34176.28,atm
T01643,2024-08-17T15:36:00,A0035,9402.90,atm
T01644,2024-05-13T18:58:00,A0058,17812.45,app
T01645,2024-11-22T17:35:00,A0530,34822.20,app
T01646,2024-09-07T19:21:00,A0282,10576.72,web
T01647,2024-01-21T11:18:00,A0657,24759.25,web
T01648,2024-07-04T17:48:00,A0257,14510.70,app
T01649,2024-10-10T16:58:00,A0765,38093.44,atm
T01650,2024-10-02T18:32:00,A0215,13678.69,atm
T01651,2024-12-28T16:40:00,A0021,794.33,branch
T01652,2024-04-03T09:35:00,A0780,23805.06,app
T01653,2024-06-04T18:12:00,A0524,3349.33,web
T01654,2024-11-11T20:08:00,A0334,1030.98,web
T01655,2024-11-14T19:14:00,A0169,41805.56,app
T01656,2024-02-06T10:47:00,A0620,11971.45,web
T01657,2024-02-20T11:45:00,A0763,28450.02,web
T01658,2024-11-08T14:51:00,A0046,7223.34,web
T01659,2024-10-28T14:35:00,A0469,834.02,web
T01660,2024-09-26T17:31:00,A0645,19002.76,branch
T01661,2024-05-19T09:44:00,A0460,13541.45,web
T01662,2024-05-07T14:51:00,A0262,18665.72,app
T01663,2024-01-11T13:47:00,A0160,23138.88,branch
T01664,2024-03-01T17:33:00,A0759,6812.30,app
T01665,2024-07-15T19:17:00,A0045,33332.08,web
T01666,2024-07-05T20:29:00,A0737,37913.54,branch
T01667,2024-05-04T18:47:00,A0618,28939.02,atm
T01668,2024-08-01T09:48:00,A0183,38519.91,atm
T01669,2024-04-17T20:04:00,A0539,32252.37,atm
T01670,2024-10-23T13:29:00,A0480,26424.18,app
T01671,2024-05-07T17:03:00,A0294,30744.93,app
T01672,2024-09-12T17:09:00,A0290,26659.36,app
T01673,2024-04-02T17:54:00,A0050,35129.30,branch
T01674,2024-05-08T11:16:00,A0396,7556.13,web
T01675,2024-04-13T09:00:00,A0638,12342.24,app
T01676,2024-03-11T16:59:00,A0258,3228.14,atm
T01677,2024-03-04T19:34:00,A0650,35182.13,atm
T01678,2024-05-06T10:09:00,A0320,28194.66,branch
T01679,2024-07-26T15:05:00,A0576,25272.43,web
T01680,2024-01-24T17:07:00,A0501,6048.34,web
T01681,2024-12-18T19:28:00,A0036,27840.41,app
T01682,2024-01-04T09:21:00,A0280,9230.70,atm
T01683,2024-07-05T11:05:00,A0177,27953.47,branch
T01684,2024-03-01T10:15:00,A0249,36195.43,branch
T01685,2024-03-04T20:16:00,A0051,16681.61,branch
T01686,2024-02-24T20:48:00,A0670,31689.95,web
T01687,2024-06-07T20:56:00,A0659,19434.64,web
T01688,2024-06-17T10:32:00,A0251,29546.51,branch
T01689,2024-05-06T11:56:00,A0452,35627.62,app
T01690,2024-04-10T17:37:00,A0710,23253.26,branch
T01691,2024-10-25T17:50:00,A0306,31767.20,atm
T01692,2024-05-18T11:26:00,A0447,34359.74,branch
T01693,2024-10-13T18:57:00,A0432,29428.55,atm
T01694,2024-11-09T13:26:00,A0375,39202.93,web
T01695,2024-08-25T16:00:00,A0425,30868.98,app
T01696,2024-01-02T09:19:00,A0003,20270.36,branch
T01697,2024-06-11T20:40:00,A0220,2186.68,branch
T01698,2024-01-24T18:27:00,A0190,8244.77,app
T01699,2024-07-12T16:26:00,A0400,19536.80,web
T01700,2024-09-17T19:35:00,A0387,23436.28,atm
T01701,2024-05-01T19:58:00,A0741,25698.28,app
T01702,2024-08-11T09:47:00,A0422,16894.38,branch
T01703,2024-11-14T10:39:00,A0170,3218.47,atm
T01704,2024-01-21T16:18:00,A0091,9990.16,branch
T01705,2024-04-04T14:59:00,A0360,2097.48,atm
T01706,2024-02-08T09:02:00,A0725,11718.63,web
T01707,2024-05-14T17:24:00,A0226,38740.17,web
T01708,2024-02-17T13:29:00,A0592,9364.65,app
T01709,2024-02-19T10:44:00,A0327,14814.33,web
T01710,2024-12-20T20:54:00,A0176,22398.96,web
T01711,2024-08-13T18:13:00,A0208,14622.63,web
T01712,2024-12-22T16:38:00,A0338,29013.70,app
T01713,2024-12-12T18:35:00,A0220,33488.07,branch
T01714,2024-01-22T14:42:00,A0290,686.74,branch
T01715,2024-10-15T10:45:00,A0208,40995.02,app
T01716,2024-01-03T20:53:00,A0307,17011.00,app
T01717,2024-04-15T16:49:00,A0541,40048.46,app
T01718,2024-11-21T18:24:00,A0508,8914.93,app
T01719,2024-02-24T18:45:00,A0276,26690.73,atm
T01720,2024-04-24T19:43:00,A0638,10226.15,app
T01721,2024-05-18T10:07:00,A0788,1753.32,branch
T01722,2024-07-04T15:08:00,A0505,18131.26,app
T01723,2024-10-13T19:24:00,A0263,12903.48,atm
T01724,2024-01-23T16:21:00,A0576,5472.81,atm
T01725,2024-07-06T16:43:00,A0272,31313.20,web
T01726,2024-06-01T20:13:00,A0556,26990.77,atm
T01727,2024-04-22T13:40:00,A0452,36485.63,web
T01728,2024-11-11T20:02:00,A0436,19005.29,branch
T01729,2024-09-16T20:54:00,A0703,35455.86,atm
T01730,2024-06-11T15:01:00,A0385,34523.91,web
T01731,2024-04-15T13:51:00,A0233,29840.08,app
T01732,2024-07-24T09:12:00,A0375,34789.58,app
T01733,2024-03-15T14:29:00,A0693,15114.34,branch
T01734,2024-02-26T18:59:00,A0730,385.78,web
T01735,2024-12-16T16:14:00,A0459,27329.29,web
T01736,2024-12-27T16:09:00,A0438,39593.80,web
T01737,2024-12-27T11:07:00,A0335,38485.38,atm
T01738,2024-08-13T17:51:00,A0619,18103.01,app
T01739,2024-07-18T09:03:00,A0151,23418.05,atm
T01740,2024-08-11T18:41:00,A0085,29506.16,atm
T01741,2024-09-18T15:20:00,A0436,9520.66,atm
T01742,2024-01-08T18:27:00,A0732,1948.75,atm
T01743,2024-04-10T18:12:00,A0434,24051.87,app
T01744,2024-08-15T09:07:00,A0754,38794.93,web
T01745,2024-04-13T18:33:00,A0237,6381.81,branch
T01746,2024-06-24T16:11:00,A0445,17951.18,web
T01747,2024-11-04T20:01:00,A0488,37293.78,branch
T01748,2024-07-09T20:09:00,A0716,9824.24,web
T01749,2024-06-03T16:42:00,A0183,37519.45,atm
T01750,2024-06-25T11:40:00,A0056,38458.07,atm
T01751,2024-06-26T17:32:00,A0196,26516.65,atm
T01752,2024-07-24T14:54:00,A0434,12405.04,app
T01753,2024-02-27T11:43:00,A0191,19823.75,app
T01754,2024-10-01T10:26:00,A0150,37368.65,branch
T01755,2024-04-15T14:07:00,A0280,37743.76,atm
T01756,2024-02-07T11:03:00,A0547,24336.44,app
T01757,2024-01-06T10:34:00,A0163,21987.97,app
T01758,2024-05-09T16:51:00,A0625,35165.13,app
T01759,2024-02-21T11:22:00,A0669,14530.76,app
T01760,2024-06-22T19:30:00,A0320,36389.33,web
T01761,2024-02-03T20:17:00,A0699,29682.72,app
T01762,2024-10-03T20:37:00,A0252,1797.87,atm
T01763,2024-11-02T14:10:00,A0753,24568.44,atm
T01764,2024-07-13T15:24:00,A0695,1950.59,web
T01765,2024-02-04T09:44:00,A0013,17588.91,app
T01766,2024-11-02T11:20:00,A0247,20359.53,app
T01767,2024-09-04T14:11:00,A0233,17683.72,atm
T01768,2024-01-17T18:02:00,A0479,479.76,branch
T01769,2024-07-23T20:33:00,A0265,10416.10,atm
T01770,2024-02-19T11:02:00,A0050,9028.28,branch
T01771,2024-04-06T14:16:00,A0755,34345.46,web
T01772,2024-01-11T16:52:00,A0313,6699.64,app
T01773,2024-06-10T14:10:00,A0443,29991.07,app
T01774,2024-09-09T09:12:00,A0329,2064.46,atm
T01775,2024-06-05T17:22:00,A0052,16620.10,atm
T01776,2024-03-10T11:05:00,A0470,32979.45,web
T01777,2024-06-05T16:36:00,A0550,13618.65,app
T01778,2024-05-06T19:04:00,A0108,30268.66,atm
T01779,2024-10-05T20:26:00,A0637,27825.33,atm
T01780,2024-06-26T20:07:00,A0336,8276.57,web
T01781,2024-09-28T11:23:00,A0210,31479.81,app
T01782,2024-01-26T10:34:00,A0406,12927.66,branch
T01783,2024-04-25T19:55:00,A0583,3764.78,atm
T01784,2024-06-17T11:59:00,A0267,18062.37,web
T01785,2024-05-15T09:20:00,A0312,16240.80,branch
T01786,2024-07-18T17:53:00,A0664,41079.35,atm
T01787,2024-02-20T14:26:00,A0137,3443.38,atm
T01788,2024-10-27T14:57:00,A0777,10347.03,branch
T01789,2024-08-16T20:45:00,A0284,31969.15,web
T01790,2024-12-16T10:44:00,A0420,24502.29,branch
T01791,2024-03-01T16:27:00,A0708,3720.66,atm
T01792,2024-02-23T09:06:00,A0194,35236.19,web
T01793,2024-09-12T09:40:00,A0658,12211.39,atm
T01794,2024-07-08T19:08:00,A0756,25906.51,atm
T01795,2024-06-15T16:01:00,A0721,19622.12,web
T01796,2024-06-01T17:07:00,A0643,38613.97,branch
T01797,2024-01-05T15:09:00,A0619,9846.21,branch
T01798,2024-10-18T17:57:00,A0398,38449.24,atm
T01799,2024-03-20T20:57:00,A0601,20044.83,app
T01800,2024-02-07T19:19:00,A0327,14749.80,atm
T01801,2024-06-21T10:41:00,A0312,10599.98,atm
T01802,2024-09-12T19:10:00,A0363,39699.78,atm
T01803,2024-08-11T09:55:00,A0379,3943.39,branch
T01804,2024-10-04T09:20:00,A0734,33626.60,atm
T01805,2024-09-26T20:18:00,A0421,21419.49,atm
T01806,2024-07-02T16:10:00,A0175,2000.39,atm
T01807,2024-01-13T20:39:00,A0368,8131.82,atm
T01808,2024-05-09T13:55:00,A0295,5877.49,app
T01809,2024-11-04T09:23:00,A0624,34361.49,app
T01810,2024-09-21T14:22:00,A0468,33063.95,branch
T01811,2024-04-25T10:07:00,A0620,41589.09,atm
T01812,2024-07-13T18:07:00,A0346,39278.78,web
T01813,2024-09-26T17:54:00,A0527,24426.90,branch
T01814,2024-10-06T18:22:00,A0412,38195.36,web
T01815,2024-01-22T16:37:00,A0436,17371.18,branch
T01816,2024-08-10T20:55:00,A0336,36233.48,atm
T01817,2024-03-27T16:17:00,A0359,16262.28,app
T01818,2024-04-03T13:50:00,A0147,38043.14,web
T01819,2024-04-10T10:28:00,A0121,31585.93,atm
T01820,2024-06-20T14:19:00,A0611,814.07,atm
T01821,2024-04-07T19:53:00,A0421,26675.26,app
T01822,2024-03-27T17:12:00,A0077,26159.07,web
T01823,2024-12-16T17:19:00,A0109,26538.02,app
T01824,2024-11-02T17:07:00,A0091,6494.83,atm
T01825,2024-06-19T14:57:00,A0418,23161.18,web
T01826,2024-08-12T10:46:00,A0760,11696.34,atm
T01827,2024-02-20T09:11:00,A0285,2728.15,branch
T01828,2024-02-12T20:23:00,A0135,10986.30,branch
T01829,2024-06-13T18:03:00,A0107,19173.84,web
T01830,2024-09-15T16:16:00,A0454,40742.17,branch
T01831,2024-08-08T20:48:00,A0451,25840.62,app
T01832,2024-01-20T16:39:00,A0460,32206.49,branch
T01833,2024-05-18T18:51:00,A0118,40700.75,app
T01834,2024-11-20T16:32:00,A0117,41866.54,app
T01835,2024-08-02T20:56:00,A0453,23903.21,app
T01836,2024-03-15T13:13:00,A0474,5293.85,web
T01837,2024-02-12T14:59:00,A0414,25556.01,app
T01838,2024-02-12T13:02:00,A0336,40528.20,app
T01839,2024-09-13T15:19:00,A0688,2980.31,web
T01840,2024-06-10T11:43:00,A0335,38894.98,web
T01841,2024-04-18T11:23:00,A0527,28018.67,branch
T01842,2024-06-19T13:37:00,A0419,16198.31,branch
T01843,2024-12-09T20:49:00,A0217,29565.13,branch
T01844,2024-10-05T17:18:00,A0738,37538.91,app
T01845,2024-12-03T16:16:00,A0386,25103.86,app
T01846,2024-09-25T15:00:00,A0537,2802.65,web
T01847,2024-02-22T11:19:00,A0217,21294.03,app
T01848,2024-08-21T15:58:00,A0641,24729.52,branch
T01849,2024-12-24T11:21:00,A0717,483.73,app
T01850,2024-09-08T19:32:00,A0794,22423.70,branch
T01851,2024-11-06T16:34:00,A0730,4720.43,atm
T01852,2024-08-13T20:02:00,A0353,10655.06,web
T01853,2024-02-12T18:08:00,A0035,16999.71,atm
T01854,2024-07-12T15:15:00,A0286,10584.84,branch
T01855,2024-11-07T19:04:00,A0578,39088.40,branch
T01856,2024-06-15T18:16:00,A0548,32167.10,branch
T01857,2024-04-28T09:33:00,A0394,20414.35,app
T01858,2024-08-17T13:29:00,A0675,23863.89,branch
T01859,2024-05-26T15:30:00,A0314,32938.75,branch
T01860,2024-08-23T09:15:00,A0269,2918.73,web
T01861,2024-10-27T20:39:00,A0137,13820.17,atm
T01862,2024-02-22T18:35:00,A0178,33486.60,atm
T01863,2024-05-11T17:08:00,A0762,12003.56,atm
T01864,2024-05-11T17:38:00,A0404,454.44,atm
T01865,2024-10-22T18:05:00,A0698,33679.77,atm
T01866,2024-03-21T10:13:00,A0481,36395.70,web
T01867,2024-10-05T18:44:00,A0252,14803.70,atm
T01868,2024-03-20T16:55:00,A0655,27194.00,branch
T01869,2024-05-18T18:27:00,A0097,27436.26,web
T01870,2024-10-10T20:25:00,A0380,33213.47,app
T01871,2024-12-24T10:38:00,A0336,25536.13,web
T01872,2024-01-20T13:02:00,A0244,5379.28,atm
T01873,2024-08-17T09:52:00,A0169,21091.97,atm
T01874,2024-02-27T19:32:00,A0658,10674.69,branch
T01875,2024-03-19T15:26:00,A0701,15322.12,atm
T01876,2024-10-03T18:53:00,A0791,31545.34,branch
T01877,2024-09-27T14:26:00,A0742,676.80,app
T01878,2024-07-04T19:54:00,A0723,7763.65,branch
T01879,2024-02-16T16:59:00,A0735,37602.71,atm
T01880,2024-10-02T13:39:00,A0438,34501.02,web
T01881,2024-02-14T18:49:00,A0690,18235.76,atm
T01882,2024-12-24T10:06:00,A0260,21842.40,branch
T01883,2024-08-14T14:46:00,A0272,36190.70,branch
T01884,2024-06-23T17:59:00,A0059,25212.98,web
T01885,2024-04-21T11:22:00,A0601,26840.05,web
T01886,2024-02-14T13:26:00,A0472,38777.61,app
T01887,2024-12-07T20:16:00,A0233,17428.22,web
T01888,2024-06-23T20:48:00,A0800,34581.18,app
T01889,2024-02-26T14:45:00,A0057,27727.42,app
T01890,2024-03-23T10:39:00,A0225,18508.59,branch
T01891,2024-07-14T20:23:00,A0719,32806.07,atm
T01892,2024-09-23T10:43:00,A0291,14510.55,branch
T01893,2024-08-10T10:37:00,A0498,20976.60,branch
T01894,2024-05-10T16:05:00,A0230,31610.04,atm
T01895,2024-10-22T10:02:00,A0219,9397.57,web
T01896,2024-10-28T11:18:00,A0752,9870.32,atm
T01897,2024-09-12T19:47:00,A0561,32946.07,web
T01898,2024-07-11T20:46:00,A0275,1187.57,web
T01899,2024-11-27T15:40:00,A0678,19027.21,app
T01900,2024-06-27T19:04:00,A0096,24857.82,atm
T01901,2024-05-13T20:34:00,A0684,2034.83,branch
T01902,2024-12-11T15:07:00,A0490,31460.97,branch
T01903,2024-01-24T09:28:00,A0234,5622.75,app
T01904,2024-06-22T09:27:00,A0213,23250.24,atm
T01905,2024-10-02T09:55:00,A0387,3045.22,app
T01906,2024-03-25T09:04:00,A0236,40427.33,atm
T01907,2024-03-14T14:47:00,A0632,24797.25,branch
T01908,2024-09-27T10:31:00,A0271,3664.04,atm
T01909,2024-01-26T10:36:00,A0579,24152.82,app
T01910,2024-01-26T13:23:00,A0189,24195.90,branch
T01911,2024-11-06T18:52:00,A0660,24893.35,app
T01912,2024-10-09T20:53:00,A0773,13665.49,branch
T01913,2024-08-12T15:00:00,A0583,18128.28,branch
T01914,2024-06-01T18:36:00,A0745,28324.40,atm
T01915,2024-08-04T20:13:00,A0415,35683.59,branch
T01916,2024-11-05T13:57:00,A0679,12220.55,web
T01917,2024-05-19T11:38:00,A0215,1667.37,branch
T01918,2024-09-18T19:44:00,A0645,11959.72,atm
T01919,2024-01-26T20:04:00,A0002,26177.81,atm
T01920,2024-02-21T14:24:00,A0487,22454.20,web
T01921,2024-03-18T11:50:00,A0284,29061.11,atm
T01922,2024-03-05T20:02:00,A0484,26382.86,branch
T01923,2024-04-04T11:00:00,A0016,26293.09,atm
T01924,2024-06-22T20:58:00,A0185,17588.53,atm
T01925,2024-03-10T15:15:00,A0054,10480.25,app
T01926,2024-07-28T19:22:00,A0487,40447.41,atm
T01927,2024-11-03T10:05:00,A0555,16318.14,app
T01928,2024-01-10T09:07:00,A0345,20481.72,branch
T01929,2024-08-16T15:53:00,A0721,24564.81,branch
T01930,2024-12-10T17:42:00,A0685,18593.51,branch
T01931,2024-07-25T09:20:00,A0365,20938.36,branch
T01932,2024-07-10T15:26:00,A0616,4638.23,app
T01933,2024-08-05T13:52:00,A0254,33449.68,web
T01934,2024-11-25T15:55:00,A0023,32917.46,app
T01935,2024-01-05T15:37:00,A0116,27999.66,web
T01936,2024-08-19T11:10:00,A0734,7964.93,atm
T01937,2024-11-18T14:51:00,A0179,17840.12,web
T01938,2024-09-13T16:16:00,A0717,19857.61,atm
T01939,2024-04-27T19:04:00,A0245,2178.05,branch
T01940,2024-09-17T14:56:00,A0279,19927.82,web
T01941,2024-01-12T16:47:00,A0630,35533.40,web
T01942,2024-10-15T16:17:00,A0780,39980.54,branch
T01943,2024-12-03T13:24:00,A0018,13333.69,branch
T01944,2024-07-18T09:35:00,A0559,29045.03,app
T01945,2024-11-04T14:23:00,A0544,35450.91,app
T01946,2024-08-08T18:28:00,A0289,29887.83,app
T01947,2024-05-16T15:03:00,A0760,24560.05,app
T01948,2024-01-08T11:43:00,A0581,15142.56,web
T01949,2024-03-11T17:26:00,A0183,22826.39,atm
T01950,2024-07-10T18:17:00,A0106,19974.28,app
T01951,2024-09-15T18:24:00,A0791,26769.40,atm
T01952,2024-10-01T10:18:00,A0225,19219.40,atm
T01953,2024-04-12T11:45:00,A0501,38686.31,web
T01954,2024-12-16T09:46:00,A0148,20249.67,web
T01955,2024-08-08T20:50:00,A0632,34442.90,app
T01956,2024-10-12T19:48:00,A0687,25435.40,branch
T01957,2024-07-15T19:03:00,A0246,10428.18,app
T01958,2024-05-13T14:36:00,A0457,22468.49,branch
T01959,2024-09-01T13:39:00,A0138,23965.63,atm
T01960,2024-01-18T11:37:00,A0223,17219.63,web
